Position,First Name,Last Name,Age,Worth,Gender_cat,Source,Country,Image
111,Alain,Wertheimer,69,13.0 BUSD,Not Available,Fashion & Retail  ==> Chanel,France,https://specials-images.forbesimg.com/imageserve/5a7de73f31358e4955ad0986/416x416.jpg?background=000000&cropX1=11&cropX2=1445&cropY1=0&cropY2=1434
112,Gerard,Wertheimer,67,13.0 BUSD,Male,Fashion & Retail  ==> Chanel,France,https://specials-images.forbesimg.com/imageserve/5a7df0a7a7ea431690131ba8/416x416.jpg?background=000000&cropX1=5&cropX2=2632&cropY1=235&cropY2=2861
113,Leonard,Lauder,81,12.9 BUSD,Male,Fashion & Retail  ==> Estee Lauder,United States,https://specials-images.forbesimg.com/imageserve/59d57d2631358e542c035675/416x416.jpg?background=000000&cropX1=0&cropX2=3457&cropY1=258&cropY2=3713
114,Heinz,Thiele,77,12.9 BUSD,Male,Construction & Engineering  ==> brakes,Germany,https://specials-images.forbesimg.com/imageserve/56c7ceace4b062f6b59a2407/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=131&cropY2=874
115,Dilip,Shanghvi,62,12.8 BUSD,Male,Healthcare  ==> pharmaceuticals,India,https://specials-images.forbesimg.com/imageserve/59cbfe1aa7ea434a34f46ad9/416x416.jpg?background=000000&cropX1=731&cropX2=3388&cropY1=11&cropY2=2667
116,Hasso,Plattner,74,12.7 BUSD,Male,Technology  ==> software,Germany,https://specials-images.forbesimg.com/imageserve/5a7e164e31358e4955ad1051/416x416.jpg?background=000000&cropX1=11&cropX2=2667&cropY1=23&cropY2=2680
117,Stephen,Schwarzman,71,12.6 BUSD,Male,Finance and Investments  ==> investments,USA,https://specials-images.forbesimg.com/imageserve/59d560a8a7ea436b47b37189/416x416.jpg?background=000000&cropX1=1295&cropX2=3190&cropY1=523&cropY2=2417
118,Lei,Lei,48,12.5 BUSD,Not Available,Technology  ==> smartphones,China,https://specials-images.forbesimg.com/imageserve/5a7cc5bda7ea4316901308f6/416x416.jpg?background=000000&cropX1=15&cropX2=2220&cropY1=44&cropY2=2248
119,Hans,Rausing,92,12.5 BUSD,Male,Manufacturing  ==> packaging,Sweden,https://specials-images.forbesimg.com/imageserve/58a287e831358e1a35ab5409/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=73&cropY2=816
120,Alisher,Usmanov,64,12.5 BUSD,Male,"Metals & Mining  ==> steel, telecom, investments",Russia,https://specials-images.forbesimg.com/imageserve/5a8090a631358e4955ad29b0/416x416.jpg?background=000000&cropX1=1520&cropX2=3943&cropY1=269&cropY2=2692
121,Donald,Newhouse,88,12.3 BUSD,Male,Media & Entertainment  ==> media,USA,https://specials-images.forbesimg.com/imageserve/5a8d9b9ca7ea431690140421/416x416.jpg?background=000000&cropX1=466&cropX2=2788&cropY1=140&cropY2=2464
122,Peter,Woo,71,12.2 BUSD,Not Available,Real Estate  ==> real estate,Hong Kong,https://specials-images.forbesimg.com/imageserve/5877bbb84bbe6f1f20eace2a/416x416.jpg?background=000000&cropX1=55&cropX2=652&cropY1=87&cropY2=685
123,Luis,Sarmiento,85,12.1 BUSD,Male,Finance and Investments  ==> banking,Colombia,https://specials-images.forbesimg.com/imageserve/5a7dcba04bbe6f2652f51b84/416x416.jpg?background=000000&cropX1=182&cropX2=1680&cropY1=87&cropY2=1584
124,Robin,Li,49,12.0 BUSD,Male,Technology  ==> internet search,China,https://specials-images.forbesimg.com/imageserve/5a7ceb4f4bbe6f2652f5106b/416x416.jpg?background=000000&cropX1=2954&cropX2=5159&cropY1=238&cropY2=2442
125,Carlos,Sicupira,70,12.0 BUSD,Male,Food and Beverage  ==> beer,Brazil,https://specials-images.forbesimg.com/imageserve/5a8ddcfd4bbe6f2652f6287e/416x416.jpg?background=000000&cropX1=124&cropX2=661&cropY1=0&cropY2=537
126,Seo,Seo,60,11.9 BUSD,Male,Healthcare  ==> biotech,South Korea,https://specials-images.forbesimg.com/imageserve/553925b5e4b0bacdbd748e16/416x416.jpg?background=000000&cropX1=61&cropX2=628&cropY1=87&cropY2=654
127,Kumar,Birla,51,11.8 BUSD,Male,Diversified  ==> commodities,India,https://specials-images.forbesimg.com/imageserve/56ca6247e4b062f6b59a2f96/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=280&cropY2=1024
128,Alexander,Otto,50,11.8 BUSD,Male,Real Estate  ==> real estate,Germany,https://specials-images.forbesimg.com/imageserve/5a7e04f431358e4955ad0c06/416x416.jpg?background=000000&cropX1=126&cropX2=900&cropY1=176&cropY2=950
129,Stefano,Pessina,77,11.8 BUSD,Not Available,Fashion & Retail  ==> drugstores,Italy,https://specials-images.forbesimg.com/imageserve/5a7fa0904bbe6f2652f53414/416x416.jpg?background=000000&cropX1=954&cropX2=3605&cropY1=6&cropY2=2656
130,Udo,Tschira,0,11.7 BUSD,Not Available,Technology  ==> software,Germany,https://specials-images.forbesimg.com/imageserve/5a7fa0904bbe6f2652f53414/416x416.jpg?background=000000&cropX1=954&cropX2=3605&cropY1=6&cropY2=2656
131,Wang,Wang,50,11.7 BUSD,Not Available,"Metals & Mining  ==> mining, copper products",China,https://specials-images.forbesimg.com/imageserve/cf65372d0041b89469dfc064d15d21ca/416x416.jpg?background=000000&cropX1=6&cropX2=595&cropY1=433&cropY2=1023
132,Andrew,Beal,65,11.6 BUSD,Male,"Finance and Investments  ==> banks, real estate",United States,https://specials-images.forbesimg.com/imageserve/572275fc31358e1869e2bbb5/416x416.jpg?background=000000&cropX1=23&cropX2=651&cropY1=24&cropY2=652
133,Lee,Lee,88,11.6 BUSD,Male,"Food and Beverage  ==> Oyster sauce, real estate",Hong Kong,https://specials-images.forbesimg.com/imageserve/56898008e4b0ffa7afe8a698/416x416.jpg?background=000000&cropX1=237&cropX2=535&cropY1=235&cropY2=533
134,John,Menard,78,11.5 BUSD,Male,Fashion & Retail  ==> home improvement stores,United States,https://specials-images.forbesimg.com/imageserve/59d57d8d31358e542c03569c/416x416.jpg?background=000000&cropX1=210&cropX2=2245&cropY1=360&cropY2=2394
135,Xu,Xu,60,11.3 BUSD,Male,"Food and Beverage  ==> snacks, beverages",China,https://specials-images.forbesimg.com/imageserve/5a05f0a14bbe6f37dda22921/416x416.jpg?background=000000&cropX1=9&cropX2=4009&cropY1=480&cropY2=4484
136,Zhou,Zhou,47,11.3 BUSD,Male,Technology  ==> security software,China,https://specials-images.forbesimg.com/imageserve/936450a91a016db56ea72c10985090a2/416x416.jpg?background=000000&cropX1=8&cropX2=733&cropY1=18&cropY2=743
137,Gong,Gong,53,11.2 BUSD,Male,Finance and Investments  ==> video surveillance,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a7e6a88a7ea43169013252c/416x416.jpg?background=000000&cropX1=1000&cropX2=4170&cropY1=0&cropY2=3167
138,Michael,Otto,75,11.0 BUSD,Not Available,"Fashion & Retail  ==> retail, real estate",Germany,https://specials-images.forbesimg.com/imageserve/5a7e2e6fa7ea431690132380/416x416.jpg?background=000000&cropX1=362&cropX2=3144&cropY1=8&cropY2=2792
139,David,Tepper,60,11.0 BUSD,Not Available,Finance and Investments  ==> hedge funds,United States,https://specials-images.forbesimg.com/imageserve/5ac95a864bbe6f2310f1e063/416x416.jpg?background=000000&cropX1=407&cropX2=2023&cropY1=9&cropY2=1624
140,Roman,Abramovich,51,10.8 BUSD,Male,"Diversified  ==> steel, investments",Russia,https://specials-images.forbesimg.com/imageserve/5a80b0cc4bbe6f2652f53f7a/416x416.jpg?background=000000&cropX1=0&cropX2=1368&cropY1=115&cropY2=1484
141,Liu,Liu,43,10.8 BUSD,Not Available,Technology  ==> e-commerce,China,https://specials-images.forbesimg.com/imageserve/5a7cdab84bbe6f2652f50e19/416x416.jpg?background=000000&cropX1=294&cropX2=1518&cropY1=234&cropY2=1458
142,Robert,Ng,0,10.8 BUSD,Male,Real Estate  ==> real estate,Singapore,https://specials-images.forbesimg.com/imageserve/a9e3c27c6a67d9b561db2559f1c08ecd/416x416.jpg?background=000000&cropX1=93&cropX2=684&cropY1=2&cropY2=593
143,Alberto,Bailleres gonzalez,86,10.7 BUSD,Male,Metals & Mining  ==> mining,Mexico,https://specials-images.forbesimg.com/imageserve/56cbb0e5e4b062f6b59a430a/416x416.jpg?background=000000&cropX1=55&cropX2=1531&cropY1=3&cropY2=1480
144,Uday,Kotak,59,10.7 BUSD,Not Available,Finance and Investments  ==> banking,India,https://specials-images.forbesimg.com/imageserve/59d3d4884bbe6f37dd9fe8da/416x416.jpg?background=000000&cropX1=589&cropX2=1817&cropY1=651&cropY2=1879
145,Pierre,Omidyar,51,10.5 BUSD,Male,Technology  ==> eBay,United States,https://specials-images.forbesimg.com/imageserve/59d57e6f4bbe6f37dda002ba/416x416.jpg?background=000000&cropX1=123&cropX2=1302&cropY1=83&cropY2=1263
146,Walter,Droege,65,10.3 BUSD,Male,Service  ==> consulting,Germany,https://specials-images.forbesimg.com/imageserve/5a7e5bb64bbe6f2652f529e8/416x416.jpg?background=000000&cropX1=241&cropX2=1792&cropY1=107&cropY2=1659
147,Dietmar,Hopp,78,10.2 BUSD,Male,Technology  ==> software,Germany,https://specials-images.forbesimg.com/imageserve/5a7e0f4f31358e4955ad0e71/416x416.jpg?background=000000&cropX1=792&cropX2=2556&cropY1=9&cropY2=1772
148,Graeme,Hart,63,10.1 BUSD,Not Available,Finance and Investments  ==> investments,New Zealand,https://specials-images.forbesimg.com/imageserve/5a7fd7a4a7ea431690133227/416x416.jpg?background=000000&cropX1=846&cropX2=3184&cropY1=0&cropY2=2336
149,Eduardo,Saverin,35,10.1 BUSD,Male,Technology  ==> Facebook,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b7de3a7ea43169012ee98/416x416.jpg?background=000000&cropX1=15&cropX2=2537&cropY1=10&cropY2=2534
150,Yan,Yan,45,10.1 BUSD,Male,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/5a7d188a31358e4955acfd79/416x416.jpg?background=000000&cropX1=295&cropX2=1493&cropY1=40&cropY2=1239
151,Radhakishan,Damani,63,10.0 BUSD,Not Available,"Finance and Investments  ==> investments, retail",India,https://specials-images.forbesimg.com/imageserve/59d3d5c431358e542c0344ae/416x416.jpg?background=000000&cropX1=765&cropX2=2549&cropY1=102&cropY2=1887
152,German,Khan,56,9.8 BUSD,Not Available,"Energy  ==> oil, banking, telecom",Russia,https://specials-images.forbesimg.com/imageserve/5a80a6e631358e4955ad2b1b/416x416.jpg?background=000000&cropX1=434&cropX2=3217&cropY1=0&cropY2=2785
153,Ronald,Perelman,75,9.8 BUSD,Male,Finance and Investments  ==> leveraged buyouts,USA,https://specials-images.forbesimg.com/imageserve/5a8d9bdd31358e4955adf34f/416x416.jpg?background=000000&cropX1=1575&cropX2=3420&cropY1=244&cropY2=2088
154,Gautam,Adani,56,9.7 BUSD,Not Available,"Diversified  ==> commodities, ports",India,https://specials-images.forbesimg.com/imageserve/5a8d9bdd31358e4955adf34f/416x416.jpg?background=000000&cropX1=1575&cropX2=3420&cropY1=244&cropY2=2088
155,Micky,Arison,68,9.7 BUSD,Male,Service  ==> Carnival Cruises,United States,https://specials-images.forbesimg.com/imageserve/59d57f6431358e542c0356b3/416x416.jpg?background=000000&cropX1=177&cropX2=1060&cropY1=178&cropY2=1062
156,Pan,Pan,48,9.7 BUSD,Male,Technology  ==> electronics,China,https://specials-images.forbesimg.com/imageserve/58dbb68531358e58f079d9b2/416x416.jpg?background=000000&cropX1=51&cropX2=956&cropY1=3&cropY2=908
157,Joseph,Tsai,54,9.7 BUSD,Not Available,Technology  ==> e-commerce,Canada,https://specials-images.forbesimg.com/imageserve/5a7baec2a7ea43169012f277/416x416.jpg?background=000000&cropX1=1331&cropX2=3994&cropY1=6&cropY2=2667
158,Thomas,Frist,79,9.6 BUSD,Male,Healthcare  ==> health care,United States,https://specials-images.forbesimg.com/imageserve/ee825ff539047091cda533423b10d65b/416x416.jpg?background=000000&cropX1=16&cropX2=947&cropY1=153&cropY2=1084
159,Mikhail,Prokhorov,53,9.6 BUSD,Male,Finance and Investments  ==> investments,Russia,https://specials-images.forbesimg.com/imageserve/5a80acf9a7ea431690133b88/416x416.jpg?background=000000&cropX1=698&cropX2=4047&cropY1=0&cropY2=3348
160,Galen,Weston,77,9.5 BUSD,Not Available,Fashion & Retail  ==> retail,Canada,https://specials-images.forbesimg.com/imageserve/5a7baa3431358e4955ace128/416x416.jpg?background=000000&cropX1=9&cropX2=1416&cropY1=157&cropY2=1563
161,Zong,Zong,72,9.5 BUSD,Male,Food and Beverage  ==> beverages,China,https://specials-images.forbesimg.com/imageserve/5a7d2b4da7ea431690130f47/416x416.jpg?background=000000&cropX1=1007&cropX2=2584&cropY1=236&cropY2=1812
162,Eyal,Ofer,68,9.4 BUSD,Male,"Diversified  ==> real estate, shipping",Israel,https://specials-images.forbesimg.com/imageserve/56d45a75e4b0c144a7f67b14/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746
163,Charles,Schwab,80,9.4 BUSD,Not Available,Finance and Investments  ==> discount brokerage,United States,https://specials-images.forbesimg.com/imageserve/56d0bfd2e4b0c144a7f65b42/416x416.jpg?background=000000&cropX1=129&cropX2=615&cropY1=42&cropY2=529
164,Gianluigi,Aponte,77,9.3 BUSD,Male,Logistics  ==> Shipping,Switzerland,https://specials-images.forbesimg.com/imageserve/5a8125d531358e4955ad310c/416x416.jpg?background=000000&cropX1=171&cropX2=1996&cropY1=176&cropY2=2002
165,Herbert,Kohler,79,9.3 BUSD,Male,Manufacturing  ==> plumbing fixtures,United States,https://specials-images.forbesimg.com/imageserve/5a8d9d094bbe6f2652f61ee8/416x416.jpg?background=000000&cropX1=1346&cropX2=2096&cropY1=94&cropY2=844
166,Viktor,Rashnikov,69,9.3 BUSD,Not Available,Manufacturing  ==> steel,Russia,https://specials-images.forbesimg.com/imageserve/5a80c83e31358e4955ad2c99/416x416.jpg?background=000000&cropX1=392&cropX2=2225&cropY1=0&cropY2=1832
167,Harry,Triguboff,85,9.2 BUSD,Male,Real Estate  ==> real estate,Australia,https://specials-images.forbesimg.com/imageserve/5a7a54bc31358e4955acc87f/416x416.jpg?background=000000&cropX1=365&cropX2=1334&cropY1=68&cropY2=1036
168,August,Von finck,88,9.2 BUSD,Not Available,Finance and Investments  ==> investments,Germany,https://specials-images.forbesimg.com/imageserve/58a1c68131358e1a35ab40c2/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=27&cropY2=770
169,Yao,Yao,48,9.2 BUSD,Not Available,Diversified  ==> conglomerate,China,https://specials-images.forbesimg.com/imageserve/5a05f1ffa7ea436b47b53301/416x416.jpg?background=000000&cropX1=687&cropX2=2229&cropY1=154&cropY2=1695
170,Jan,Koum,42,9.1 BUSD,Male,Technology  ==> WhatsApp,United States,https://specials-images.forbesimg.com/imageserve/801ec43bb68e10b5a7f598c40253255b/416x416.jpg?background=000000&cropX1=150&cropX2=594&cropY1=27&cropY2=472
171,Cyrus,Poonawalla,77,9.1 BUSD,Male,Healthcare  ==> vaccines,India,https://specials-images.forbesimg.com/imageserve/5a7f180331358e4955ad1867/416x416.jpg?background=000000&cropX1=120&cropX2=1112&cropY1=128&cropY2=1120
172,James,Goodnight,75,9.0 BUSD,Male,Technology  ==> software,USA,https://specials-images.forbesimg.com/imageserve/5949812c31358e63562e7d21/416x416.jpg?background=000000&cropX1=591&cropX2=1628&cropY1=73&cropY2=1110
173,Ken,Griffin,49,9.0 BUSD,Not Available,Finance and Investments  ==> hedge funds,USA,https://specials-images.forbesimg.com/imageserve/59d5806f31358e542c0356b8/416x416.jpg?background=000000&cropX1=2370&cropX2=4230&cropY1=156&cropY2=2014
174,Giorgio,Armani,83,8.9 BUSD,Male,Fashion & Retail  ==> luxury goods,Italy,https://specials-images.forbesimg.com/imageserve/59d5806f31358e542c0356b8/416x416.jpg?background=000000&cropX1=2370&cropX2=4230&cropY1=156&cropY2=2014
175,Ernesto,Bertarelli,52,8.9 BUSD,Male,"Healthcare  ==> biotech, investments",Switzerland,https://specials-images.forbesimg.com/imageserve/5a8124d84bbe6f2652f5461a/416x416.jpg?background=000000&cropX1=0&cropX2=1041&cropY1=18&cropY2=1059
176,Savitri,Jindal,68,8.8 BUSD,Not Available,Metals & Mining  ==> steel,India,https://specials-images.forbesimg.com/imageserve/5a7f4d994bbe6f2652f530c4/416x416.jpg?background=000000&cropX1=0&cropX2=582&cropY1=49&cropY2=631
177,Sunil,Mittal,60,8.8 BUSD,Not Available,Telecom  ==> telecom,India,https://specials-images.forbesimg.com/imageserve/5a7f52844bbe6f2652f530fe/416x416.jpg?background=000000&cropX1=32&cropX2=4500&cropY1=16&cropY2=4487
178,James,Chambers,61,8.7 BUSD,Not Available,Media & Entertainment  ==> media,United States,https://specials-images.forbesimg.com/imageserve/5a7f52844bbe6f2652f530fe/416x416.jpg?background=000000&cropX1=32&cropX2=4500&cropY1=16&cropY2=4487
179,Katharine,Rayner,73,8.7 BUSD,Female,Media & Entertainment  ==> media,USA,https://specials-images.forbesimg.com/imageserve/59d587514bbe6f37dda0038a/416x416.jpg?background=000000&cropX1=308&cropX2=1456&cropY1=192&cropY2=1341
180,Margaretta,Taylor,76,8.7 BUSD,Female,Media & Entertainment  ==> media,United States,https://specials-images.forbesimg.com/imageserve/5a8d9d5aa7ea431690140467/416x416.jpg?background=000000&cropX1=102&cropX2=840&cropY1=105&cropY2=845
181,Terry,Gou,67,8.5 BUSD,Not Available,Technology  ==> electronics,Taiwan,https://specials-images.forbesimg.com/imageserve/5a813295a7ea431690134111/416x416.jpg?background=000000&cropX1=377&cropX2=2588&cropY1=0&cropY2=2211
182,Gordon,Moore,89,8.5 BUSD,Male,Technology  ==> Intel,United States,https://specials-images.forbesimg.com/imageserve/9032bff5e34d21282fd3b61994953d63/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=42&cropY2=786
183,James,Irving,90,8.3 BUSD,Not Available,Diversified  ==> diversified,Canada,https://specials-images.forbesimg.com/imageserve/4aefd4e17127f22e99276538b33c157d/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747
184,Stanley,Kroenke,70,8.3 BUSD,Male,"Sports  ==> sports, real estate",United States,https://specials-images.forbesimg.com/imageserve/5a8da7ea31358e4955adf4a3/416x416.jpg?background=000000&cropX1=266&cropX2=1681&cropY1=313&cropY2=1729
185,Melker,Schorling,71,8.2 BUSD,Male,Finance and Investments  ==> investments,Sweden,https://specials-images.forbesimg.com/imageserve/58a289fba7ea431f32197661/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=203&cropY2=947
186,Johann,Graf,71,8.1 BUSD,Male,Gambling & Casinos  ==> gambling,Austria,https://specials-images.forbesimg.com/imageserve/957d0594c392bd2f95bec45493d2be9c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=97&cropY2=841
187,Guo,Guo,51,8.1 BUSD,Male,Diversified  ==> conglomerate,China,https://specials-images.forbesimg.com/imageserve/5a7cb3354bbe6f2652f5081f/416x416.jpg?background=000000&cropX1=0&cropX2=2669&cropY1=0&cropY2=2666
188,John,Malone,77,8.1 BUSD,Male,Media & Entertainment  ==> cable television,United States,https://specials-images.forbesimg.com/imageserve/59d584aba7ea436b47b37436/416x416.jpg?background=000000&cropX1=436&cropX2=3646&cropY1=70&cropY2=3280
189,Xavier,Niel,50,8.1 BUSD,Male,"Telecom  ==> internet, telecom",France,https://specials-images.forbesimg.com/imageserve/5a7e01c7a7ea431690131cb2/416x416.jpg?background=000000&cropX1=0&cropX2=4044&cropY1=134&cropY2=4176
190,Silvio,Berlusconi,81,8.0 BUSD,Not Available,Diversified  ==> media,Italy,https://specials-images.forbesimg.com/imageserve/5a7f9fafa7ea431690132f10/416x416.jpg?background=000000&cropX1=908&cropX2=4175&cropY1=14&cropY2=3280
191,Carl,Cook,55,8.0 BUSD,Not Available,Healthcare  ==> medical devices,United States,https://specials-images.forbesimg.com/imageserve/25d1399bdf56ecfab4f15f040e20fbe0/416x416.jpg?background=000000&cropX1=13&cropX2=744&cropY1=53&cropY2=785
192,David,Geffen,75,8.0 BUSD,Male,"Media & Entertainment  ==> movies, record labels",United States,https://specials-images.forbesimg.com/imageserve/5a8d9c39a7ea43169014044f/416x416.jpg?background=000000&cropX1=0&cropX2=1996&cropY1=381&cropY2=2378
193,Hui,Hui,67,8.0 BUSD,Not Available,Real Estate  ==> real estate,Hong Kong,https://specials-images.forbesimg.com/imageserve/561fab67e4b0ffa7afe5e19a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792
194,Walter,Kwok,67,8.0 BUSD,Male,Real Estate  ==> real estate,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a579ed2a7ea431690109bf9/416x416.jpg?background=000000&cropX1=583&cropX2=2566&cropY1=11&cropY2=1995
195,George,Soros,87,8.0 BUSD,Not Available,Finance and Investments  ==> hedge funds,USA,https://specials-images.forbesimg.com/imageserve/59d50e1f4bbe6f37dd9ff7dd/416x416.jpg?background=000000&cropX1=931&cropX2=2948&cropY1=485&cropY2=2501
196,Edward,Johnson,87,7.9 BUSD,Male,Finance and Investments  ==> money management,USA,https://specials-images.forbesimg.com/imageserve/57e5959f4bbe6f24d1f893d4/416x416.jpg?background=000000&cropX1=105&cropX2=617&cropY1=163&cropY2=675
197,Massimiliana,Landini aleotti,75,7.9 BUSD,Female,Healthcare  ==> pharmaceuticals,Italy,https://specials-images.forbesimg.com/imageserve/57e5959f4bbe6f24d1f893d4/416x416.jpg?background=000000&cropX1=105&cropX2=617&cropY1=163&cropY2=675
